2023-05-26 13:01:10,309 - test_case.py  - [line:62] - INFO: 请求响应信息：
2023-05-26 13:01:15,620 - test_case_parameterized.py  - [line:75] - INFO: {'code': 200, 'data': [{'deptName': '演示租户', 'id': '1473482314370056194'}], 'msg': '操作成功', 'success': True}
2023-05-26 13:01:15,620 - test_case_parameterized.py  - [line:77] - INFO: 预期结果：
2023-05-26 13:01:15,620 - test_case_parameterized.py  - [line:78] - INFO: None
2023-05-26 13:01:17,590 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
2023-05-26 13:01:17,590 - test_case_parameterized.py  - [line:75] - INFO: {'code': 100005, 'data': {}, 'msg': '通用品牌编码重复！', 'success': False}
2023-05-26 13:01:17,592 - test_case_parameterized.py  - [line:77] - INFO: 预期结果：
2023-05-26 13:01:17,592 - test_case_parameterized.py  - [line:78] - INFO: None
2023-05-26 13:01:18,850 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
2023-05-26 13:01:18,850 - test_case_parameterized.py  - [line:75] - INFO: {'code': 500, 'data': {}, 'msg': "\n### Error updating database.  Cause: com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'first_letter' at row 1\n### The error may exist in org/springblade/uas/mapper/CarBrandMapper.java (best guess)\n### The error may involve org.springblade.uas.mapper.CarBrandMapper.insert-Inline\n### The error occurred while setting parameters\n### SQL: INSERT INTO uas_car_brand (id, brand_code, brand_name, first_letter, country, technology_type, logo_url, create_user, create_dept, create_time, update_user, update_time, status, is_deleted) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)\n### Cause: com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'first_letter' at row 1\n; Data truncation: Data too long for column 'first_letter' at row 1; nested exception is com.mysql.cj.jdbc.exceptions.MysqlDataTruncation: Data truncation: Data too long for column 'first_letter' at row 1", 'success': False}
2023-05-26 13:01:18,850 - test_case_parameterized.py  - [line:77] - INFO: 预期结果：
2023-05-26 13:01:18,851 - test_case_parameterized.py  - [line:78] - INFO: [{'code': 100005, 'data': {}, 'msg': '通用品牌编码重复！', 'success': False}]
2023-05-26 13:01:19,909 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
2023-05-26 13:01:19,910 - test_case_parameterized.py  - [line:75] - INFO: {'code': 500, 'data': {}, 'msg': '服务器异常', 'success': False}
2023-05-26 13:01:19,910 - test_case_parameterized.py  - [line:77] - INFO: 预期结果：
2023-05-26 13:01:19,910 - test_case_parameterized.py  - [line:78] - INFO: None
2023-05-26 13:01:21,247 - test_case_parameterized.py  - [line:74] - INFO: 请求响应信息：
